"","Age"
"26118",42
"26119",65
"26120",34
"26121",73
"26122",28
"26123",29
"26124",54
"26125",48
"26126",53
"26127",45
"26128",60
"26129",60
"26130",89
"26131",46
"26132",58
"26133",33
"26134",25
"26135",39
"26136",28
"26137",36
"26138",74
"26139",44
"26140",47
"26141",38
"26142",38
"26143",33
"26144",48
"26145",44
"26146",42
"26147",65
"26148",49
"26149",43
"26150",58
"26151",31
"26152",21
"26153",43
"26154",56
"26155",58
"26156",58
"26157",35
"26158",39
"26159",86
"26160",64
"26161",43
"26162",59
"26163",68
"26164",34
"26165",57
"26166",66
"26167",80
"26168",52
"26169",45
"26170",37
"26171",67
"26172",46
"26173",28
"26174",50
"26175",56
"26176",39
"26177",41
"26178",34
"26179",22
"26180",70
"26181",40
"26182",34
"26183",51
"26184",22
"26185",47
"26186",27
"26187",36
"26188",66
"26189",53
"26190",41
"26191",35
"26192",41
"26193",19
"26194",27
"26195",70
"26196",63
"26197",32
"26198",40
"26199",56
"26200",43
"26201",64
"26202",48
"26203",32
"26204",89
"26205",44
"26206",34
"26207",37
"26208",56
"26209",39
"26210",63
"26211",33
"26212",20
"26213",27
"26214",38
"26215",68
"26216",33
"26217",25
"26218",27
"26219",29
"26220",45
"26221",38
"26222",37
"26223",66
"26224",43
"26225",59
"26226",41
"26227",42
"26228",22
"26229",31
"26230",45
"26231",70
"26232",38
"26233",57
"26234",72
"26235",61
"26236",51
"26237",22
"26238",37
"26239",45
"26240",49
"26241",54
"26242",28
"26243",32
"26244",56
"26245",30
"26246",83
"26247",29
"26248",70
"26249",32
"26250",61
"26251",78
"26252",39
"26253",39
"26254",60
"26255",38
"26256",59
"26257",38
"26258",69
"26259",46
"26260",38
"26261",24
"26262",62
"26263",60
"26264",39
"26265",24
"26266",61
"26267",32
"26268",35
"26269",26
"26270",25
"26271",59
"26272",46
"26274",57
"26275",64
"26276",72
"26277",67
"26278",33
"26279",23
"26280",33
"26281",59
"26282",60
"26283",77
"26284",52
"26285",55
"26286",37
"26287",45
"26288",34
"26289",35
"26290",35
"26291",47
"26292",24
"26293",28
"26294",57
"26295",44
"26296",75
"26297",58
"26298",49
"26299",22
"26300",44
"26301",48
"26302",23
"26303",56
"26304",25
"26305",78
"26306",37
"26307",60
"26308",30
"26309",21
"26310",65
"26311",64
"26312",31
"26313",64
"26314",39
"26315",29
"26316",57
"26317",35
"26318",22
"26319",35
"26320",43
"26321",35
"26322",70
"26323",49
"26324",21
"26325",34
"26326",34
"26327",33
"26328",31
"26329",50
"26330",48
"26331",46
"26332",36
"26333",34
"26334",22
"26335",71
"26336",37
"26337",67
"26338",61
"26339",50
"26340",49
"26341",65
"26342",39
"26343",80
"26344",47
"26345",61
"26346",54
"26347",28
"26348",59
"26349",25
"26350",77
"26351",33
"26352",43
"26353",23
"26354",20
"26355",28
"26356",36
"26357",36
"26358",30
"26359",44
"26360",37
"26361",35
"26362",38
"26363",24
"26364",38
"26365",58
"26366",31
"26367",71
"26368",54
"26369",68
"26370",33
"26371",30
"26372",71
"26373",22
"26374",72
"26375",40
"26376",43
"26377",51
"26378",31
"26379",56
"26380",85
"26381",30
"26382",34
"26383",35
"26384",25
"26385",35
"26386",42
"26387",75
"26388",29
"26389",60
"26390",36
"26391",32
"26392",34
"26393",47
"26394",50
"26395",46
"26396",41
"26397",35
"26398",33
"26399",34
"26400",36
"26401",26
"26402",59
"26403",41
"26404",44
"26405",74
"26406",85
"26407",71
"26408",27
"26409",69
"26410",20
"26411",66
"26412",40
"26413",35
"26414",33
"26415",43
"26416",35
"26417",27
"26418",24
"26419",64
"26420",70
"26421",42
"26422",53
"26423",36
"26424",75
"26425",42
"26426",21
"26427",22
"26428",42
"26429",52
"26430",63
"26431",56
"26432",38
"26433",41
"26434",70
"26435",20
"26436",41
"26437",69
"26438",22
"26439",75
"26440",73
"26441",70
"26442",32
"26443",36
"26444",28
"26445",44
"26446",32
"26447",58
"26448",54
"26449",22
"26450",27
"26451",28
"26452",31
"26453",18
"26454",33
"26455",27
"26456",38
"26457",37
"26458",39
"26459",34
"26460",38
"26461",47
"26462",47
"26463",61
"26464",71
"26465",21
"26466",21
"26467",21
"26468",21
"26469",26
"26470",48
"26471",22
"26472",74
"26473",21
"26474",50
"26475",26
"26476",40
"26477",47
"26478",65
"26479",39
"26480",37
"26481",29
"26482",31
"26483",28
"26484",32
"26485",85
"26486",33
"26487",47
"26488",49
"26489",68
"26490",22
"26491",33
"26492",72
"26493",29
"26494",21
"26495",26
"26496",36
"26497",22
"26498",49
"26499",35
"26500",68
"26501",36
"26502",28
"26503",25
"26504",51
"26505",40
"26506",26
"26507",24
"26508",20
"26509",23
"26510",23
"26511",36
"26512",41
"26513",83
"26514",70
"26515",28
"26516",25
"26517",43
"26518",39
"26519",27
"26520",29
"26521",40
"26522",27
"26523",40
"26524",21
"26525",32
"26526",53
"26527",39
"26528",30
"26529",47
"26530",32
"26531",48
"26532",46
"26533",49
"26534",73
"26535",24
"26536",84
"26537",25
"26538",27
"26539",40
"26540",27
"26541",43
"26542",65
"26543",35
"26544",25
"26545",58
"26546",55
"26547",53
"26548",70
"26549",35
"26550",47
"26551",61
"26552",35
"26553",34
"26554",70
"26555",67
"26556",35
"26557",43
"26558",73
"26559",35
"26560",89
"26561",39
"26562",33
"26563",48
"26564",31
"26565",67
"26566",30
"26567",30
"26568",71
"26569",29
"26570",26
"26571",23
"26572",21
"26573",87
"26574",30
"26575",83
"26576",80
"26577",89
"26578",53
"26579",62
"26580",59
"26581",35
"26582",36
"26583",42
"26584",34
"26585",33
"26586",42
"26587",74
"26588",37
"26589",50
"26590",52
"26591",71
"26592",34
"26593",41
"26594",53
"26595",43
"26596",30
"26597",57
"26598",57
"26599",39
"26600",19
"26601",74
"26602",73
"26603",27
"26604",56
"26605",66
"26606",73
"26607",41
"26608",59
"26609",36
"26610",52
"26611",89
"26612",40
"26613",29
"26614",24
"26615",40
"26616",46
"26617",36
"26618",39
"26619",38
"26620",60
"26621",64
"26622",43
"26623",28
"26624",69
"26625",52
"26626",36
"26627",50
"26628",36
"26629",76
"26630",45
"26631",48
"26632",52
"26633",43
"26634",30
"26635",73
"26636",69
"26637",72
"26638",83
"26639",54
"26640",39
"26641",29
"26642",76
"26643",56
"26644",28
"26645",34
"26646",25
"26647",41
"26648",32
"26649",55
"26650",35
"26651",68
"26652",76
"26653",36
"26654",31
"26655",36
"26656",74
"26657",49
"26658",45
"26659",42
"26660",71
"26661",40
"26662",39
"26663",68
"26664",73
"26665",32
"26666",25
"26667",30
"26668",40
"26669",42
"26670",20
"26671",37
"26672",28
"26673",23
"26674",37
"26675",22
"26676",48
"26677",74
"26678",40
"26679",80
"26680",35
"26681",31
"26682",32
"26683",23
"26684",30
"26685",32
"26686",63
"26687",29
"26688",77
"26689",32
"26690",31
"26691",84
"26692",21
"26693",29
"26694",33
"26695",34
"26696",30
"26697",82
"26698",68
"26699",44
"26700",76
"26701",30
"26702",65
"26703",31
"26704",37
"26705",26
"26706",78
"26707",31
"26708",50
"26709",24
"26710",49
"26711",37
"26712",44
"26713",44
"26714",35
"26715",74
"26716",72
"26717",33
"26718",25
"26719",77
"26720",44
"26721",42
"26722",43
"26723",36
"26724",43
"26725",53
"26726",41
"26727",53
"26728",62
"26729",55
"26730",62
"26731",72
"26732",26
"26733",38
"26734",42
"26735",27
"26736",42
"26737",25
"26738",48
"26739",47
"26740",19
"26741",28
"26742",65
"26743",67
"26744",60
"26745",37
"26746",67
"26747",19
"26748",33
"26749",44
"26750",42
"26751",48
"26752",67
"26753",37
"26754",41
"26755",52
"26756",38
"26757",43
"26758",31
"26759",35
"26760",34
"26761",34
"26762",29
"26763",19
"26764",31
"26765",27
"26766",49
"26767",23
"26768",64
"26769",37
"26770",40
"26771",19
"26772",31
"26773",65
"26774",33
"26775",29
"26776",68
"26777",62
"26778",65
"26779",76
"26780",41
"26781",34
"26782",32
"26783",26
"26784",36
"26785",34
"26786",37
"26787",32
"26788",27
"26789",30
"26790",39
"26791",33
"26792",61
"26793",79
"26794",71
"26795",73
"26796",26
"26797",20
"26798",39
"26799",39
"26800",33
"26801",26
"26802",26
"26803",59
"26804",28
"26805",61
"26806",79
"26807",21
"26808",57
"26809",45
"26810",31
"26811",64
"26812",28
"26813",22
"26814",36
"26815",78
"26816",63
"26817",62
"26818",63
"26819",48
"26820",47
"26821",32
"26822",73
"26823",30
"26824",54
"26825",51
"26826",74
"26827",42
"26828",48
"26829",47
"26830",37
"26831",51
"26832",37
"26833",69
"26834",89
"26835",63
"26836",62
"26837",48
"26838",81
"26839",30
"26840",20
"26841",24
"26842",40
"26843",29
"26844",65
"26845",31
"26846",60
"26847",35
"26848",61
"26849",32
"26850",40
"26851",38
"26852",40
"26853",32
"26854",32
"26855",33
"26856",39
"26857",58
"26858",47
"26859",50
"26860",52
"26861",62
"26862",56
"26863",43
"26864",24
"26865",31
"26866",74
"26867",30
"26868",44
"26869",31
"26870",40
"26871",37
"26872",44
"26873",41
"26874",46
"26875",50
"26876",57
"26877",75
"26878",33
"26879",61
"26880",29
"26881",45
"26882",61
"26883",81
"26884",38
"26885",89
"26886",81
"26887",74
"26888",30
"26889",39
"26890",56
"26891",42
"26892",58
"26893",30
"26894",84
"26895",58
"26896",31
"26897",28
"26898",71
"26899",40
"26900",31
"26901",49
"26902",22
"26903",38
"26904",30
"26905",55
"26906",37
"26907",21
"26908",44
"26909",47
"26910",32
"26911",32
"26912",25
"26913",29
"26914",47
"26915",32
"26916",44
"26917",34
"26918",38
"26919",42
"26920",22
"26921",30
"26922",23
"26923",24
"26924",68
"26925",23
"26926",39
"26927",23
"26928",52
"26929",67
"26930",35
"26931",29
"26932",79
"26933",38
"26934",32
"26935",82
"26936",88
"26937",55
"26938",57
"26939",37
"26940",26
"26941",47
"26942",40
"26943",67
"26944",18
"26945",44
"26946",42
"26947",69
"26948",37
"26949",70
"26950",71
"26951",73
"26952",58
"26953",72
"26954",48
"26955",49
"26956",66
"26957",64
"26958",72
"26959",35
"26960",34
"26961",65
"26962",58
"26963",54
"26964",66
"26965",40
"26966",43
"26967",72
"26968",28
"26969",32
"26970",31
"26971",44
"26972",39
"26973",41
"26974",32
"26975",23
"26976",20
"26977",30
"26978",58
"26979",20
"26980",28
"26981",48
"26982",50
"26983",55
"26984",60
"26985",35
"26986",42
"26987",29
"26988",37
"26989",37
"26990",42
"26991",28
"26992",41
"26993",41
"26994",81
"26995",68
"26996",62
"26997",48
"26998",47
"26999",31
"27000",63
"27001",50
"27002",22
"27003",67
"27004",35
"27005",35
"27006",48
"27007",67
"27008",26
"27009",24
"27010",39
"27011",63
"27012",82
"27013",74
"27014",38
"27015",37
"27016",47
"27017",38
"27018",41
"27019",30
"27020",64
"27021",28
"27022",41
"27023",33
"27024",52
"27025",26
"27026",38
"27027",56
"27028",45
"27029",32
"27030",82
"27031",26
"27032",29
"27033",70
"27034",70
"27035",84
"27036",24
"27037",62
"27038",45
"27039",68
"27040",19
"27041",67
"27042",24
"27043",38
"27044",41
"27045",33
"27046",35
"27047",26
"27048",36
"27049",73
"27050",75
"27051",25
"27052",66
"27053",43
"27054",46
"27055",77
"27056",72
"27057",27
"27058",36
"27059",62
"27060",40
"27061",42
"27062",61
"27063",80
"27064",63
"27065",31
"27066",33
"27067",20
"27068",21
"27069",67
"27070",49
"27071",37
"27072",21
"27073",55
"27074",23
"27075",80
"27076",76
"27077",81
"27078",31
"27079",24
"27080",49
"27081",21
"27082",20
"27083",21
"27084",65
"27085",27
"27086",53
"27087",62
"27088",26
"27089",43
"27090",78
"27091",50
"27092",29
"27093",89
"27094",42
"27095",76
"27096",21
"27097",69
"27098",44
"27099",50
"27100",73
"27101",80
"27102",80
"27103",82
"27104",42
"27105",25
"27106",24
"27107",24
"27108",82
"27109",70
"27110",49
"27111",36
"27112",41
"27113",36
"27114",38
"27115",71
"27116",53
"27117",22
"27118",27
"27119",47
"27120",42
"27121",49
"27122",42
"27123",52
"27124",35
"27125",28
"27126",47
"27127",57
"27128",54
"27129",31
"27130",46
"27131",32
"27132",40
"27133",35
"27134",71
"27135",25
"27136",40
"27137",39
"27138",30
"27139",33
"27140",25
"27141",27
"27142",72
"27143",38
"27144",27
"27145",37
"27146",56
"27147",30
"27148",66
"27149",26
"27150",36
"27151",81
"27152",68
"27153",45
"27154",44
"27155",32
"27156",35
"27157",70
"27158",46
"27159",21
"27160",44
"27161",48
"27162",40
"27163",39
"27164",31
"27165",39
"27166",33
"27167",28
"27168",62
"27169",21
"27170",38
"27171",67
"27172",62
"27173",34
"27174",59
"27175",72
"27176",72
"27177",35
"27178",41
"27179",35
"27180",69
"27181",38
"27182",39
"27183",75
"27184",76
"27185",35
"27186",35
"27187",75
"27188",45
"27189",54
"27190",51
"27191",52
"27192",61
"27193",29
"27194",34
"27195",27
"27196",59
"27197",44
"27198",32
"27199",59
"27200",40
"27201",37
"27202",34
"27203",74
"27204",46
"27205",34
"27206",77
"27207",41
"27208",31
"27209",26
"27210",61
"27211",63
"27212",77
"27213",33
"27214",60
"27215",50
"27216",38
"27217",52
"27218",49
"27219",38
"27220",43
"27221",39
"27222",45
"27223",40
"27224",73
"27225",41
"27226",40
"27227",64
"27228",38
"27229",87
"27230",41
"27231",42
"27232",20
"27233",63
"27234",34
"27235",23
"27236",69
"27237",68
"27238",40
"27239",69
"27240",40
"27241",52
"27242",41
"27243",19
"27244",85
"27245",38
"27246",54
"27247",82
"27248",81
"27249",55
"27250",72
"27251",69
"27252",80
"27253",69
"27254",64
"27255",35
"27256",76
"27257",22
"27258",26
"27259",26
"27260",68
"27261",45
"27262",73
"27263",66
"27264",26
"27265",33
"27266",38
"27267",36
"27268",36
"27269",44
"27270",23
"27271",45
"27272",21
"27273",43
"27274",45
"27275",40
"27276",21
"27277",45
"27278",89
"27279",43
"27280",34
"27281",63
"27282",73
"27283",51
"27284",25
"27285",38
"27286",57
"27287",64
"27288",58
"27289",35
"27290",54
"27291",57
"27292",40
"27293",21
"27294",19
"27295",23
"27296",43
"27297",21
"27298",23
"27299",21
"27300",40
"27301",63
"27302",23
"27303",82
"27304",31
"27305",28
"27306",28
"27307",35
"27308",38
"27309",45
"27310",54
"27311",43
"27312",35
"27313",31
"27314",48
"27315",44
"27316",22
"27317",57
"27318",19
"27319",78
"27320",20
"27321",35
"27322",71
"27323",49
"27324",72
"27325",46
"27326",69
"27327",25
"27328",22
"27329",53
"27330",39
"27331",41
"27332",58
"27333",21
"27334",61
"27335",47
"27336",37
"27337",25
"27338",24
"27339",28
"27340",35
"27341",85
"27342",79
"27343",77
"27344",83
"27345",65
"27346",50
"27347",32
"27348",25
"27349",60
"27350",57
"27351",20
"27352",48
"27353",53
"27354",52
"27355",35
"27356",28
"27357",25
"27358",25
"27359",25
"27360",21
"27361",24
"27362",27
"27363",26
"27364",38
"27365",27
"27366",66
"27367",55
"27368",33
"27369",63
"27371",54
"27372",51
"27373",29
"27374",51
"27375",84
"27376",43
"27377",44
"27378",30
"27379",81
"27380",74
"27381",30
"27382",42
"27383",21
"27384",62
"27385",18
"27386",44
"27387",38
"27388",54
"27389",31
"27390",35
"27391",38
"27392",52
"27393",40
"27394",55
"27395",34
"27396",68
"27397",29
"27398",38
"27399",27
"27400",55
"27401",63
"27402",43
"27403",65
"27404",80
"27405",25
"27406",60
"27407",21
"27408",23
"27409",58
"27410",36
"27411",53
"27412",30
"27413",28
"27414",72
"27415",26
"27416",39
"27417",23
"27418",26
"27419",45
"27420",62
"27421",80
"27422",74
"27423",24
"27424",46
"27425",32
"27426",50
"27427",38
"27428",40
"27429",51
"27430",59
"27431",57
"27432",27
"27433",23
"27434",38
"27435",28
"27436",52
"27437",52
"27438",39
"27439",41
"27440",55
"27441",36
"27442",33
"27443",67
"27444",48
"27445",20
"27446",38
"27447",68
"27448",41
"27449",25
"27450",49
"27451",57
"27452",44
"27453",73
"27454",72
"27455",27
"27456",60
"27457",21
"27458",55
"27459",29
"27460",38
"27461",54
"27462",79
"27463",53
"27464",27
"27465",59
"27466",32
"27467",20
"27468",87
"27469",31
"27470",82
"27471",78
"27472",83
"27473",29
"27474",66
"27475",22
"27476",89
"27477",42
"27478",39
"27479",32
"27480",51
"27481",30
"27482",37
"27483",69
"27484",78
"27485",51
"27486",42
"27487",75
"27488",56
"27489",29
"27490",72
"27491",26
"27492",30
"27493",76
"27494",24
"27495",33
"27496",66
"27497",67
"27498",65
"27499",59
"27500",20
"27501",85
"27502",39
"27503",32
"27504",63
"27505",35
"27506",77
"27507",21
"27508",45
"27509",22
"27510",34
"27511",66
"27512",26
"27513",32
"27514",39
"27515",74
"27516",61
"27517",35
"27518",26
"27519",51
"27520",45
"27521",24
"27522",73
"27523",87
"27524",41
"27525",37
"27526",29
"27527",48
"27528",58
"27529",63
"27530",73
"27531",54
"27532",22
"27533",45
"27534",23
"27535",88
"27536",36
"27537",39
"27538",23
"27539",49
"27540",71
"27541",82
"27542",41
"27543",68
"27544",60
"27545",47
"27546",60
"27547",41
"27548",55
"27549",27
"27550",48
"27551",79
"27552",61
"27553",52
"27554",36
"27555",21
"27556",33
"27557",41
"27558",43
"27559",39
"27560",43
"27561",60
"27562",50
"27563",43
"27564",49
"27565",63
"27566",74
"27567",34
"27568",39
"27569",34
"27570",22
"27571",49
"27572",36
"27573",28
"27574",65
"27575",28
"27576",65
"27577",22
"27578",59
"27579",79
"27580",33
"27581",41
"27582",35
"27583",58
"27584",32
"27585",32
"27586",26
"27587",58
"27588",21
"27589",63
"27590",37
"27591",32
"27592",45
"27593",36
"27594",28
"27595",43
"27596",80
"27597",42
"27598",33
"27599",49
"27600",58
"27601",65
"27602",74
"27603",43
"27604",73
"27605",73
"27606",76
"27607",69
"27608",54
"27609",67
"27610",60
"27611",70
"27612",37
"27613",40
"27614",71
"27615",78
"27616",48
"27617",34
"27618",32
"27619",54
"27620",24
"27621",44
"27622",48
"27623",25
"27624",54
"27625",77
"27626",61
"27627",71
"27628",77
"27629",27
"27630",62
"27631",61
"27632",22
"27633",33
"27634",25
"27635",51
"27636",75
"27637",67
"27638",40
"27639",32
"27640",26
"27641",34
"27642",30
"27643",53
"27644",47
"27645",61
"27646",50
"27647",68
"27648",76
"27649",56
"27650",44
"27651",39
"27652",59
"27653",43
"27654",78
"27655",48
"27656",48
"27657",47
"27658",44
"27659",22
"27660",47
"27661",27
"27662",44
"27663",38
"27664",26
"27665",32
"27667",32
"27668",33
"27669",71
"27670",55
"27671",48
"27672",69
"27673",41
"27674",57
"27675",35
"27676",42
"27677",64
"27678",64
"27679",45
"27680",51
"27681",71
"27682",77
"27683",21
"27684",22
"27685",20
"27686",21
"27687",21
"27688",24
"27689",22
"27690",23
"27691",73
"27692",78
"27693",23
"27694",22
"27695",22
"27696",27
"27697",23
"27698",21
"27699",22
"27700",23
"27701",22
"27702",22
"27703",34
"27704",37
"27705",68
"27706",43
"27707",78
"27708",63
"27709",28
"27710",35
"27711",47
"27712",22
"27713",82
"27714",28
"27715",65
"27716",24
"27717",50
"27718",52
"27719",58
"27720",41
"27721",33
"27722",35
"27723",41
"27724",43
"27725",32
"27726",36
"27727",34
"27728",33
"27729",30
"27730",31
"27731",62
"27732",47
"27733",31
"27734",73
"27735",71
"27736",81
"27737",57
"27738",73
"27739",41
"27740",69
"27741",61
"27742",32
"27743",44
"27744",43
"27745",76
"27746",34
"27747",82
"27748",34
"27749",41
"27750",30
"27751",27
"27752",39
"27753",41
"27754",72
"27755",35
"27756",35
"27757",66
"27758",64
"27759",29
"27760",50
"27761",31
"27762",56
"27763",48
"27764",60
"27765",73
"27766",36
"27767",32
"27768",28
"27769",45
"27770",66
"27771",33
"27772",51
"27773",42
"27774",22
"27775",70
"27776",48
"27777",35
"27778",35
"27779",82
"27780",30
"27781",70
"27782",47
"27783",43
"27784",44
"27785",43
"27786",45
"27787",78
"27788",83
"27789",55
"27790",75
"27791",31
"27792",54
"27793",29
"27794",23
"27795",61
"27796",63
"27797",33
"27798",36
"27799",39
"27800",55
"27801",55
"27802",34
"27803",36
"27804",44
"27805",80
"27806",32
"27807",37
"27808",32
"27809",49
"27810",45
"27811",36
"27812",23
"27813",29
"27814",30
"27815",40
"27816",26
"27817",66
"27818",53
"27819",20
"27820",63
"27821",41
"27822",33
"27823",34
"27824",61
"27825",29
"27826",45
"27827",31
"27828",20
"27829",28
"27830",34
"27831",45
"27832",35
"27833",48
"27834",47
"27835",39
"27836",20
"27837",27
"27838",36
"27839",78
"27840",42
"27841",31
"27842",44
"27843",39
"27844",19
"27845",37
"27846",48
"27847",39
"27848",45
"27849",46
"27850",23
"27851",37
"27852",27
"27853",23
"27854",31
"27855",30
"27856",77
"27857",41
"27858",70
"27859",81
"27860",41
"27861",41
"27862",69
"27863",41
"27864",32
"27865",29
"27866",51
"27867",35
"27868",36
"27869",41
"27870",62
"27871",44
"27872",64
"27873",49
"27874",62
"27875",62
"27876",49
"27877",49
"27878",45
"27879",75
"27880",75
"27881",18
"27882",31
"27883",27
"27884",45
"27885",27
"27886",31
"27887",28
"27888",52
"27889",69
"27890",43
"27891",28
"27892",52
"27893",41
"27894",37
"27895",36
"27896",24
"27897",51
"27898",57
"27899",72
"27900",45
"27901",32
"27902",64
"27903",63
"27904",50
"27905",71
"27906",59
"27907",30
"27908",37
"27909",54
"27910",43
"27912",62
"27913",60
"27914",60
"27915",46
"27916",28
"27917",30
"27918",27
"27919",45
"27920",51
"27921",38
"27922",44
"27923",40
"27924",50
"27925",51
"27926",40
"27927",34
"27928",54
"27929",59
"27930",36
"27931",35
"27932",30
"27933",34
"27934",32
"27935",73
"27936",66
"27937",33
"27938",38
"27939",49
"27940",56
"27941",55
"27942",61
"27943",34
"27944",43
"27945",37
"27946",48
"27947",43
"27948",65
"27949",35
"27950",82
"27951",62
"27952",59
"27953",38
"27954",43
"27955",31
"27956",30
"27957",40
"27958",27
"27959",52
"27960",32
"27961",70
"27962",55
"27963",53
"27964",35
"27966",30
"27967",79
"27968",72
"27969",81
"27970",76
"27971",30
"27972",45
"27973",34
"27974",71
"27975",43
"27976",37
"27977",35
"27978",80
"27979",75
"27980",67
"27981",42
"27982",76
"27983",67
"27984",55
"27985",66
"27986",69
"27987",57
"27988",57
"27989",85
"27990",74
"27991",36
"27992",32
"27993",46
"27994",30
"27995",59
"27996",39
"27997",49
"27998",51
"27999",73
"28000",47
"28001",53
"28002",41
"28003",38
"28004",54
"28005",58
"28006",52
"28007",33
"28008",71
"28009",59
"28010",33
"28011",50
"28012",51
"28013",60
"28014",69
"28015",41
"28016",49
"28017",57
"28018",77
"28019",50
"28020",41
"28021",50
"28022",53
"28023",34
"28024",47
"28025",45
"28026",35
"28027",72
"28028",37
"28029",41
"28030",27
"28031",27
"28032",50
"28033",28
"28034",31
"28035",51
"28036",25
"28037",41
"28038",26
"28039",20
"28040",21
"28041",43
"28042",44
"28043",43
"28044",39
"28045",54
"28046",47
"28047",77
"28048",47
"28049",27
"28050",39
"28051",54
"28052",44
"28053",27
"28054",37
"28055",22
"28056",52
"28057",76
"28058",54
"28059",65
"28060",71
"28061",49
"28062",24
"28063",43
"28064",41
"28065",41
"28066",46
"28067",65
"28068",33
"28069",33
"28070",45
"28071",25
"28072",24
"28073",45
"28074",65
"28075",44
"28076",30
"28077",72
"28078",46
"28079",64
"28080",75
"28081",71
"28082",41
"28083",69
"28084",37
"28085",36
"28086",39
"28087",52
"28088",44
"28089",21
"28090",42
"28091",35
"28092",26
"28093",48
"28094",68
"28095",26
"28096",25
"28097",36
"28098",55
"28099",41
"28100",43
"28101",66
"28102",42
"28103",29
"28104",41
"28105",19
"28106",47
"28107",49
"28108",58
"28109",19
"28110",35
"28111",30
"28112",42
"28113",54
"28114",43
"28115",33
"28116",21
"28117",26
"28118",42
"28119",34
"28120",25
"28121",43
"28122",65
"28123",20
"28124",22
"28125",23
"28126",22
"28127",22
"28128",20
"28129",41
"28130",21
"28131",33
"28132",87
"28133",77
"28134",40
"28135",25
"28136",51
"28137",32
"28138",30
"28139",86
"28140",40
"28141",46
"28142",40
"28143",43
"28144",46
"28145",70
"28146",32
"28147",37
"28148",53
"28149",32
"28150",52
"28151",71
"28152",43
"28153",25
"28154",46
"28155",66
"28156",42
"28157",38
"28158",23
"28159",59
"28160",35
"28161",62
"28162",19
"28163",19
"28164",58
"28165",59
"28166",19
"28167",68
"28168",47
"28169",19
"28170",35
"28171",44
"28172",50
"28173",41
"28174",38
"28175",36
"28176",43
"28177",35
"28178",25
"28179",25
"28180",25
"28181",73
"28182",36
"28183",35
"28184",67
"28185",51
"28186",58
"28187",40
"28188",68
"28189",19
"28190",52
"28191",40
"28192",53
"28193",63
"28194",75
"28195",38
"28196",38
"28197",49
"28198",50
"28199",78
"28200",57
"28201",69
"28202",68
"28203",72
"28204",58
"28205",45
"28206",20
"28207",78
"28208",52
"28209",39
"28210",81
"28211",36
"28212",51
"28213",78
"28214",25
"28215",41
"28216",36
"28217",33
"28218",51
"28219",47
"28220",21
"28221",59
"28222",34
"28223",23
"28224",76
"28225",40
"28226",38
"28227",66
"28228",73
"28229",80
"28230",57
"28231",78
"28232",66
"28233",88
"28234",58
"28235",39
"28236",31
"28237",51
"28238",37
"28239",32
"28240",73
"28241",47
"28242",71
"28243",42
"28244",75
"28245",72
"28246",63
"28247",89
"28248",49
"28249",64
"28250",64
"28251",46
"28252",76
"28253",72
"28254",77
"28255",46
"28256",24
"28257",27
"28258",21
"28259",32
"28260",40
"28261",45
"28262",26
"28263",84
"28264",46
"28265",32
"28266",36
"28267",21
"28268",30
"28269",23
"28270",51
"28271",82
"28272",40
"28273",51
"28274",54
"28275",61
"28276",27
"28277",55
"28278",33
"28279",61
"28280",38
"28281",36
"28282",50
"28283",67
"28284",81
"28285",50
"28286",63
"28287",43
"28288",39
"28289",47
"28290",44
"28291",28
"28292",32
"28293",20
"28294",50
"28295",31
"28296",49
"28297",62
"28298",66
"28299",29
"28300",30
"28301",34
"28302",63
"28303",43
"28304",55
"28305",39
"28306",36
"28307",77
"28308",39
"28309",28
"28310",23
"28311",21
"28312",63
"28313",46
"28314",42
"28315",39
"28316",77
"28317",46
"28318",28
"28319",87
"28320",76
"28321",84
"28322",49
"28323",31
"28324",56
"28325",28
"28326",30
"28327",24
"28328",37
"28329",48
"28330",45
"28331",77
"28332",73
"28333",65
"28334",74
"28335",22
"28336",19
"28337",49
"28338",40
"28339",74
"28340",89
"28341",36
"28342",35
"28343",36
"28344",37
"28345",53
"28346",74
"28347",55
"28348",39
"28349",89
"28350",74
"28351",89
"28352",72
"28353",52
"28354",38
"28355",52
"28356",76
"28357",58
"28358",70
"28359",43
"28360",24
"28361",74
"28362",56
"28363",73
"28364",39
"28365",87
"28366",38
"28367",28
"28368",40
"28369",24
"28370",49
"28371",42
"28372",64
"28373",63
"28374",58
"28375",59
"28376",47
"28377",88
"28378",82
"28379",87
"28380",75
"28381",43
"28382",35
"28383",35
"28384",20
"28385",37
"28386",24
"28387",62
"28388",28
"28389",51
"28390",44
"28391",36
"28392",77
"28393",44
"28394",73
"28395",28
"28396",51
"28397",37
"28398",64
"28399",74
"28400",57
"28401",69
"28402",33
"28403",56
"28404",40
"28405",47
"28406",34
"28407",47
"28408",87
"28409",60
"28410",70
"28411",43
"28412",43
"28413",21
"28414",72
"28415",81
"28416",82
"28417",86
"28418",27
"28419",77
"28420",71
"28421",62
"28422",39
"28423",45
"28424",35
"28425",42
"28426",65
"28427",26
"28428",45
"28429",46
"28430",47
"28431",27
"28432",30
"28433",25
"28434",29
"28435",52
"28436",39
"28437",52
"28439",51
"28440",28
"28441",30
"28442",48
"28443",36
"28444",31
"28445",29
"28446",37
"28447",55
"28448",40
"28449",20
"28450",46
"28451",72
"28452",27
"28453",79
"28454",73
"28455",75
