"","Family_Income","Degree"
"23879",108410,"High School"
"23880",52455,"High School"
"23881",52455,"Lt High School"
"23882",62946,"Bachelor"
"23883",108410,"High School"
"23884",12589,"Lt High School"
"23885",108410,"High School"
"23886",108410,"High School"
"23887",15736,"High School"
"23888",4896,"High School"
"23889",7693,"High School"
"23890",12589,"Lt High School"
"23891",9092,"Lt High School"
"23892",4896,"High School"
"23893",6295,"Lt High School"
"23894",108410,"High School"
"23895",76934,"Lt High School"
"23896",62946,"Graduate"
"23897",76934,"Junior College"
"23898",45461,"Lt High School"
"23899",45461,"High School"
"23900",76934,"High School"
"23901",38467,"High School"
"23902",76934,"High School"
"23903",62946,"Junior College"
"23904",9092,"Lt High School"
"23906",29724,"Lt High School"
"23907",9092,"Lt High School"
"23908",52455,"Lt High School"
"23909",76934,"Bachelor"
"23910",108410,"High School"
"23911",76934,"Bachelor"
"23912",38467,"Bachelor"
"23913",76934,"High School"
"23914",52455,"High School"
"23915",52455,"High School"
"23916",76934,"High School"
"23918",52455,"High School"
"23919",76934,"High School"
"23920",62946,"Junior College"
"23921",19233,"Bachelor"
"23922",38467,"High School"
"23923",12589,"Lt High School"
"23924",76934,"Bachelor"
"23925",62946,"Bachelor"
"23926",33221,"High School"
"23927",19233,"High School"
"23928",26227,"High School"
"23929",15736,"High School"
"23930",38467,"Junior College"
"23931",108410,"Junior College"
"23932",15736,"High School"
"23933",62946,"High School"
"23934",76934,"High School"
"23935",108410,"High School"
"23936",29724,"High School"
"23937",45461,"High School"
"23938",38467,"High School"
"23939",108410,"Bachelor"
"23940",108410,"Bachelor"
"23941",38467,"Bachelor"
"23942",76934,"Lt High School"
"23943",108410,"High School"
"23944",22730,"Lt High School"
"23945",10491,"High School"
"23946",19233,"High School"
"23947",76934,"High School"
"23948",76934,"Graduate"
"23949",33221,"High School"
"23950",38467,"High School"
"23951",108410,"High School"
"23952",108410,"Lt High School"
"23953",45461,"Junior College"
"23954",38467,"High School"
"23955",52455,"Lt High School"
"23956",45461,"Bachelor"
"23957",26227,"High School"
"23958",52455,"High School"
"23959",52455,"High School"
"23960",22730,"High School"
"23961",45461,"Bachelor"
"23962",62946,"High School"
"23963",45461,"High School"
"23964",108410,"High School"
"23965",62946,"High School"
"23966",62946,"Bachelor"
"23967",108410,"Junior College"
"23968",62946,"Bachelor"
"23969",108410,"Graduate"
"23970",19233,"Lt High School"
"23971",62946,"High School"
"23972",12589,"High School"
"23973",22730,"High School"
"23974",52455,"Graduate"
"23975",52455,"High School"
"23976",38467,"High School"
"23978",22730,"High School"
"23979",15736,"High School"
"23980",15736,"High School"
"23981",12589,"Lt High School"
"23982",19233,"Lt High School"
"23984",9092,"High School"
"23985",76934,"Lt High School"
"23986",26227,"High School"
"23987",52455,"High School"
"23989",52455,"High School"
"23990",29724,"High School"
"23991",52455,"High School"
"23994",6295,"Lt High School"
"23995",108410,"Bachelor"
"23996",10491,"Lt High School"
"23997",19233,"Lt High School"
"23998",15736,"High School"
"23999",76934,"Bachelor"
"24000",22730,"High School"
"24002",76934,"High School"
"24003",6295,"Lt High School"
"24004",62946,"High School"
"24005",108410,"Bachelor"
"24006",76934,"High School"
"24007",62946,"Graduate"
"24008",62946,"Bachelor"
"24009",76934,"Graduate"
"24011",76934,"Graduate"
"24012",45461,"High School"
"24013",62946,"Bachelor"
"24014",22730,"High School"
"24015",26227,"High School"
"24016",108410,"Bachelor"
"24017",62946,"High School"
"24019",108410,"High School"
"24020",62946,"Graduate"
"24021",38467,"High School"
"24022",6295,"Lt High School"
"24023",52455,"Graduate"
"24024",4896,"Lt High School"
"24025",52455,"Junior College"
"24026",29724,"High School"
"24027",15736,"High School"
"24028",15736,"High School"
"24029",19233,"Junior College"
"24030",29724,"High School"
"24031",22730,"Lt High School"
"24032",22730,"Junior College"
"24033",19233,"High School"
"24034",19233,"High School"
"24035",62946,"Graduate"
"24036",699,"Lt High School"
"24037",22730,"Junior College"
"24038",45461,"Junior College"
"24039",29724,"High School"
"24040",12589,"Lt High School"
"24041",22730,"High School"
"24042",76934,"Bachelor"
"24043",52455,"Bachelor"
"24044",45461,"High School"
"24045",38467,"High School"
"24046",33221,"High School"
"24047",108410,"Graduate"
"24048",22730,"Lt High School"
"24049",45461,"High School"
"24050",26227,"High School"
"24051",38467,"High School"
"24052",29724,"Bachelor"
"24053",19233,"High School"
"24054",22730,"High School"
"24055",62946,"Bachelor"
"24056",45461,"High School"
"24057",33221,"Bachelor"
"24058",52455,"High School"
"24059",62946,"Bachelor"
"24060",10491,"Lt High School"
"24061",9092,"Lt High School"
"24062",699,"Lt High School"
"24063",26227,"High School"
"24064",4896,"Lt High School"
"24065",45461,"High School"
"24066",29724,"Lt High School"
"24067",33221,"High School"
"24068",15736,"High School"
"24069",52455,"Junior College"
"24071",62946,"Graduate"
"24072",2798,"Lt High School"
"24073",76934,"High School"
"24074",62946,"Junior College"
"24075",29724,"Bachelor"
"24076",52455,"High School"
"24078",76934,"Bachelor"
"24079",76934,"High School"
"24080",62946,"High School"
"24081",29724,"Lt High School"
"24082",45461,"Lt High School"
"24083",9092,"High School"
"24084",2798,"Lt High School"
"24085",62946,"Junior College"
"24086",52455,"High School"
"24087",62946,"Graduate"
"24088",76934,"High School"
"24089",62946,"Bachelor"
"24090",52455,"Bachelor"
"24091",22730,"Lt High School"
"24092",38467,"Lt High School"
"24093",22730,"High School"
"24094",22730,"Bachelor"
"24095",33221,"Junior College"
"24096",22730,"Lt High School"
"24097",62946,"High School"
"24098",10491,"High School"
"24100",12589,"High School"
"24101",15736,"Lt High School"
"24102",22730,"Graduate"
"24103",15736,"High School"
"24104",108410,"High School"
"24105",19233,"Lt High School"
"24106",22730,"High School"
"24108",15736,"High School"
"24109",2798,"High School"
"24110",10491,"Lt High School"
"24111",22730,"High School"
"24112",62946,"High School"
"24114",76934,"High School"
"24115",26227,"Graduate"
"24117",52455,"High School"
"24118",38467,"High School"
"24119",62946,"Bachelor"
"24120",62946,"High School"
"24122",45461,"High School"
"24125",62946,"High School"
"24127",45461,"High School"
"24129",15736,"Lt High School"
"24130",108410,"High School"
"24131",7693,"High School"
"24132",4896,"Junior College"
"24133",10491,"High School"
"24135",9092,"Lt High School"
"24136",26227,"Junior College"
"24137",76934,"Bachelor"
"24141",108410,"High School"
"24142",45461,"High School"
"24143",29724,"High School"
"24145",38467,"High School"
"24146",45461,"High School"
"24147",108410,"Graduate"
"24148",29724,"High School"
"24149",45461,"Bachelor"
"24151",7693,"Lt High School"
"24152",38467,"High School"
"24153",9092,"Lt High School"
"24154",19233,"High School"
"24155",29724,"High School"
"24156",7693,"High School"
"24157",2798,"Lt High School"
"24160",22730,"Junior College"
"24161",7693,"Lt High School"
"24164",19233,"High School"
"24165",26227,"High School"
"24166",52455,"Graduate"
"24167",52455,"High School"
"24168",2798,"Lt High School"
"24169",76934,"Bachelor"
"24170",108410,"High School"
"24171",108410,"Bachelor"
"24172",76934,"Junior College"
"24173",29724,"High School"
"24174",38467,"High School"
"24175",108410,"Lt High School"
"24176",38467,"Junior College"
"24177",38467,"High School"
"24178",10491,"Lt High School"
"24179",4896,"High School"
"24180",10491,"Lt High School"
"24181",62946,"High School"
"24182",29724,"Lt High School"
"24183",52455,"Graduate"
"24184",45461,"High School"
"24185",7693,"High School"
"24186",19233,"High School"
"24187",38467,"Lt High School"
"24188",15736,"High School"
"24190",45461,"High School"
"24191",52455,"High School"
"24192",33221,"High School"
"24193",19233,"High School"
"24194",19233,"High School"
"24195",7693,"Lt High School"
"24196",15736,"High School"
"24198",6295,"Lt High School"
"24199",38467,"High School"
"24200",62946,"High School"
"24201",33221,"Lt High School"
"24202",38467,"High School"
"24203",38467,"High School"
"24204",38467,"Graduate"
"24205",15736,"High School"
"24206",108410,"Bachelor"
"24207",62946,"High School"
"24208",15736,"High School"
"24209",4896,"Lt High School"
"24210",22730,"High School"
"24211",7693,"High School"
"24212",9092,"High School"
"24214",19233,"Bachelor"
"24215",12589,"High School"
"24216",62946,"High School"
"24217",29724,"High School"
"24218",38467,"Lt High School"
"24219",10491,"High School"
"24220",29724,"Bachelor"
"24221",2798,"Lt High School"
"24222",12589,"High School"
"24223",22730,"Junior College"
"24224",38467,"High School"
"24225",19233,"High School"
"24226",76934,"Bachelor"
"24227",52455,"High School"
"24228",52455,"High School"
"24229",26227,"High School"
"24230",2798,"Lt High School"
"24231",6295,"High School"
"24232",22730,"Lt High School"
"24233",15736,"High School"
"24234",19233,"High School"
"24236",19233,"High School"
"24237",29724,"High School"
"24238",29724,"High School"
"24239",19233,"High School"
"24240",38467,"High School"
"24241",38467,"High School"
"24242",52455,"High School"
"24243",62946,"High School"
"24244",76934,"Bachelor"
"24245",76934,"Graduate"
"24246",45461,"Bachelor"
"24248",76934,"Lt High School"
"24249",45461,"High School"
"24250",38467,"Lt High School"
"24251",108410,"High School"
"24252",62946,"Lt High School"
"24253",52455,"High School"
"24255",22730,"High School"
"24256",699,"High School"
"24257",15736,"Lt High School"
"24258",33221,"High School"
"24259",108410,"High School"
"24261",7693,"High School"
"24262",52455,"High School"
"24263",26227,"High School"
"24264",22730,"Lt High School"
"24265",45461,"Lt High School"
"24266",108410,"High School"
"24267",45461,"High School"
"24268",15736,"High School"
"24269",38467,"Bachelor"
"24270",76934,"High School"
"24272",108410,"High School"
"24273",45461,"Lt High School"
"24274",33221,"High School"
"24275",7693,"Lt High School"
"24276",15736,"High School"
"24278",22730,"High School"
"24279",45461,"High School"
"24280",15736,"High School"
"24281",6295,"Lt High School"
"24282",19233,"High School"
"24283",15736,"High School"
"24284",7693,"High School"
"24286",12589,"Junior College"
"24287",19233,"Lt High School"
"24288",9092,"Lt High School"
"24289",2798,"Lt High School"
"24290",62946,"Bachelor"
"24291",22730,"High School"
"24292",19233,"Graduate"
"24293",62946,"High School"
"24294",45461,"Junior College"
"24295",26227,"Bachelor"
"24296",15736,"High School"
"24297",52455,"Bachelor"
"24298",62946,"Bachelor"
"24299",62946,"Junior College"
"24300",108410,"Bachelor"
"24301",108410,"Bachelor"
"24302",15736,"High School"
"24306",52455,"High School"
"24307",33221,"High School"
"24308",22730,"High School"
"24310",33221,"High School"
"24311",38467,"High School"
"24312",38467,"High School"
"24313",33221,"Graduate"
"24314",76934,"High School"
"24316",45461,"High School"
"24317",62946,"High School"
"24318",52455,"High School"
"24319",52455,"High School"
"24320",52455,"High School"
"24321",45461,"High School"
"24322",29724,"High School"
"24323",26227,"High School"
"24324",4896,"Lt High School"
"24325",38467,"High School"
"24326",29724,"Lt High School"
"24327",19233,"High School"
"24328",7693,"High School"
"24330",62946,"High School"
"24332",52455,"Bachelor"
"24333",26227,"High School"
"24334",29724,"High School"
"24335",108410,"Graduate"
"24336",29724,"High School"
"24337",29724,"Bachelor"
"24338",52455,"Bachelor"
"24339",29724,"Lt High School"
"24341",19233,"Lt High School"
"24342",76934,"Bachelor"
"24343",76934,"High School"
"24344",33221,"Bachelor"
"24345",38467,"Bachelor"
"24346",62946,"Bachelor"
"24347",45461,"High School"
"24348",22730,"High School"
"24349",38467,"High School"
"24350",62946,"High School"
"24351",45461,"Lt High School"
"24352",29724,"High School"
"24353",9092,"High School"
"24354",108410,"High School"
"24355",76934,"Bachelor"
"24356",76934,"High School"
"24357",108410,"Graduate"
"24358",10491,"Lt High School"
"24359",2798,"Lt High School"
"24362",76934,"High School"
"24363",22730,"High School"
"24364",15736,"Lt High School"
"24365",26227,"High School"
"24366",108410,"Bachelor"
"24367",108410,"High School"
"24368",52455,"Bachelor"
"24369",108410,"High School"
"24370",29724,"Lt High School"
"24371",52455,"Junior College"
"24373",108410,"High School"
"24374",45461,"High School"
"24375",33221,"High School"
"24376",62946,"Graduate"
"24377",76934,"Bachelor"
"24378",62946,"Junior College"
"24379",29724,"High School"
"24380",52455,"Graduate"
"24381",76934,"High School"
"24382",9092,"High School"
"24383",19233,"High School"
"24384",15736,"High School"
"24385",2798,"High School"
"24386",62946,"High School"
"24387",33221,"High School"
"24388",38467,"Lt High School"
"24389",108410,"High School"
"24390",108410,"Bachelor"
"24391",108410,"High School"
"24392",108410,"Bachelor"
"24393",108410,"Graduate"
"24394",76934,"High School"
"24395",62946,"Bachelor"
"24396",108410,"High School"
"24397",108410,"High School"
"24398",10491,"Lt High School"
"24399",108410,"High School"
"24400",62946,"Graduate"
"24401",108410,"Bachelor"
"24402",108410,"Graduate"
"24403",29724,"Graduate"
"24404",38467,"Graduate"
"24405",19233,"High School"
"24406",38467,"High School"
"24407",62946,"High School"
"24408",52455,"High School"
"24409",108410,"High School"
"24410",62946,"Junior College"
"24411",45461,"High School"
"24412",12589,"Graduate"
"24413",26227,"Bachelor"
"24414",108410,"Graduate"
"24415",26227,"Junior College"
"24416",26227,"Junior College"
"24417",108410,"High School"
"24418",108410,"High School"
"24419",45461,"High School"
"24420",52455,"Lt High School"
"24421",19233,"High School"
"24422",33221,"Lt High School"
"24423",52455,"Junior College"
"24424",19233,"Bachelor"
"24425",22730,"High School"
"24426",29724,"High School"
"24427",22730,"Bachelor"
"24428",22730,"High School"
"24429",12589,"High School"
"24430",699,"Lt High School"
"24431",7693,"High School"
"24432",33221,"High School"
"24433",12589,"Bachelor"
"24434",7693,"High School"
"24435",15736,"High School"
"24436",62946,"High School"
"24437",52455,"High School"
"24438",76934,"High School"
"24439",22730,"High School"
"24440",62946,"Bachelor"
"24441",38467,"High School"
"24442",29724,"Graduate"
"24443",26227,"High School"
"24444",45461,"Bachelor"
"24445",76934,"Junior College"
"24446",62946,"High School"
"24448",29724,"High School"
"24449",62946,"Junior College"
"24450",26227,"High School"
"24451",33221,"Bachelor"
"24452",45461,"High School"
"24454",76934,"Bachelor"
"24455",38467,"High School"
"24456",45461,"High School"
"24457",108410,"Junior College"
"24458",76934,"High School"
"24459",62946,"High School"
"24460",699,"Lt High School"
"24461",33221,"High School"
"24462",12589,"High School"
"24463",6295,"High School"
"24464",699,"High School"
"24466",52455,"High School"
"24467",26227,"Lt High School"
"24468",22730,"High School"
"24469",15736,"High School"
"24470",38467,"Lt High School"
"24472",15736,"High School"
"24474",19233,"Lt High School"
"24475",108410,"Graduate"
"24477",76934,"Lt High School"
"24478",19233,"High School"
"24479",108410,"High School"
"24480",26227,"High School"
"24481",7693,"Junior College"
"24482",15736,"Lt High School"
"24484",38467,"Bachelor"
"24485",9092,"Lt High School"
"24486",52455,"High School"
"24487",19233,"High School"
"24488",38467,"High School"
"24489",62946,"Graduate"
"24490",52455,"Junior College"
"24491",15736,"High School"
"24493",52455,"Lt High School"
"24494",38467,"Lt High School"
"24495",52455,"Lt High School"
"24496",108410,"Graduate"
"24497",76934,"Lt High School"
"24498",19233,"Lt High School"
"24499",38467,"High School"
"24500",38467,"High School"
"24501",62946,"High School"
"24502",2798,"Bachelor"
"24503",19233,"High School"
"24504",15736,"Lt High School"
"24505",26227,"High School"
"24506",33221,"High School"
"24507",38467,"High School"
"24509",45461,"High School"
"24510",108410,"High School"
"24513",26227,"High School"
"24514",52455,"High School"
"24515",19233,"Lt High School"
"24518",6295,"High School"
"24519",45461,"Junior College"
"24520",52455,"Lt High School"
"24521",62946,"High School"
"24522",19233,"High School"
"24523",62946,"High School"
"24524",15736,"High School"
"24525",19233,"Lt High School"
"24527",33221,"High School"
"24528",15736,"Lt High School"
"24529",7693,"Lt High School"
"24530",19233,"Lt High School"
"24531",62946,"High School"
"24532",62946,"Junior College"
"24534",38467,"Graduate"
"24535",29724,"Lt High School"
"24536",38467,"Lt High School"
"24539",62946,"Lt High School"
"24540",15736,"Lt High School"
"24541",52455,"High School"
"24542",6295,"High School"
"24543",33221,"High School"
"24544",22730,"Junior College"
"24545",26227,"Lt High School"
"24546",22730,"Lt High School"
"24547",22730,"High School"
"24548",22730,"High School"
"24549",45461,"High School"
"24550",15736,"High School"
"24553",45461,"High School"
"24554",9092,"Bachelor"
"24555",38467,"High School"
"24556",45461,"High School"
"24557",38467,"High School"
"24558",15736,"High School"
"24559",7693,"Lt High School"
"24560",22730,"High School"
"24561",19233,"High School"
"24562",33221,"High School"
"24563",15736,"High School"
"24564",22730,"High School"
"24565",19233,"High School"
"24566",19233,"Junior College"
"24567",15736,"High School"
"24568",22730,"High School"
"24569",22730,"High School"
"24570",12589,"Lt High School"
"24572",38467,"Bachelor"
"24573",38467,"High School"
"24574",12589,"High School"
"24575",22730,"Lt High School"
"24578",29724,"Lt High School"
"24580",52455,"High School"
"24581",108410,"High School"
"24583",12589,"Lt High School"
"24586",108410,"High School"
"24587",76934,"High School"
"24588",15736,"Lt High School"
"24589",38467,"Lt High School"
"24590",26227,"Bachelor"
"24591",12589,"Bachelor"
"24592",19233,"Junior College"
"24593",76934,"Junior College"
"24594",38467,"High School"
"24595",45461,"High School"
"24596",62946,"High School"
"24597",29724,"Bachelor"
"24598",33221,"High School"
"24599",22730,"High School"
"24600",12589,"High School"
"24601",76934,"High School"
"24602",29724,"Bachelor"
"24603",45461,"High School"
"24604",45461,"High School"
"24605",45461,"High School"
"24606",76934,"High School"
"24607",38467,"High School"
"24608",52455,"High School"
"24609",62946,"High School"
"24611",62946,"Bachelor"
"24612",12589,"High School"
"24613",6295,"Bachelor"
"24614",26227,"Junior College"
"24615",22730,"High School"
"24616",29724,"High School"
"24617",22730,"High School"
"24618",10491,"High School"
"24619",15736,"High School"
"24620",38467,"High School"
"24621",22730,"High School"
"24622",38467,"Lt High School"
"24623",62946,"High School"
"24624",12589,"High School"
"24625",76934,"High School"
"24626",45461,"High School"
"24627",15736,"High School"
"24628",9092,"High School"
"24630",10491,"High School"
"24631",22730,"Lt High School"
"24633",62946,"Junior College"
"24634",45461,"High School"
"24635",45461,"High School"
"24636",76934,"High School"
"24637",62946,"Junior College"
"24638",33221,"High School"
"24640",52455,"High School"
"24641",38467,"High School"
"24642",52455,"High School"
"24643",76934,"High School"
"24644",62946,"High School"
"24645",19233,"High School"
"24646",15736,"Lt High School"
"24647",7693,"Lt High School"
"24648",22730,"Lt High School"
"24649",22730,"Lt High School"
"24650",22730,"High School"
"24651",10491,"Lt High School"
"24652",108410,"Lt High School"
"24653",62946,"High School"
"24654",15736,"High School"
"24655",12589,"Lt High School"
"24656",12589,"Lt High School"
"24658",22730,"High School"
"24659",12589,"High School"
"24660",108410,"Bachelor"
"24661",33221,"Bachelor"
"24662",52455,"Graduate"
"24663",52455,"Graduate"
"24665",52455,"Bachelor"
"24666",108410,"Bachelor"
"24667",45461,"High School"
"24668",22730,"Graduate"
"24669",38467,"Bachelor"
"24670",38467,"High School"
"24671",76934,"High School"
"24674",108410,"High School"
"24675",38467,"High School"
"24676",33221,"High School"
"24677",12589,"Lt High School"
"24678",19233,"High School"
"24679",15736,"High School"
"24680",6295,"Lt High School"
"24681",15736,"High School"
"24682",22730,"Lt High School"
"24683",9092,"Lt High School"
"24684",12589,"High School"
"24686",29724,"High School"
"24687",45461,"High School"
"24688",45461,"High School"
"24689",38467,"High School"
"24690",19233,"High School"
"24691",29724,"High School"
"24692",45461,"High School"
"24693",22730,"High School"
"24694",29724,"High School"
"24695",9092,"High School"
"24696",15736,"High School"
"24697",52455,"Lt High School"
"24699",12589,"High School"
"24700",26227,"High School"
"24701",19233,"High School"
"24702",15736,"High School"
"24703",62946,"Graduate"
"24704",15736,"High School"
"24705",15736,"Bachelor"
"24706",9092,"Lt High School"
"24708",29724,"High School"
"24709",38467,"High School"
"24710",33221,"High School"
"24711",22730,"High School"
"24712",19233,"Graduate"
"24713",26227,"High School"
"24714",45461,"High School"
"24715",38467,"High School"
"24717",26227,"Lt High School"
"24719",19233,"Lt High School"
"24721",6295,"Lt High School"
"24722",6295,"Lt High School"
"24723",19233,"Lt High School"
"24724",45461,"High School"
"24725",38467,"Bachelor"
"24726",38467,"High School"
"24727",45461,"High School"
"24728",6295,"Lt High School"
"24729",15736,"Junior College"
"24730",33221,"High School"
"24731",6295,"Lt High School"
"24732",6295,"Lt High School"
"24733",29724,"Lt High School"
"24734",4896,"Lt High School"
"24735",2798,"Lt High School"
"24736",22730,"Lt High School"
"24737",6295,"Lt High School"
"24738",12589,"High School"
"24739",22730,"Lt High School"
"24740",33221,"Graduate"
"24741",22730,"Lt High School"
"24742",12589,"High School"
"24743",6295,"Lt High School"
"24744",22730,"Lt High School"
"24745",29724,"High School"
"24748",12589,"Lt High School"
"24749",19233,"High School"
"24750",6295,"Lt High School"
"24751",6295,"Lt High School"
"24752",12589,"Lt High School"
"24753",6295,"Lt High School"
"24755",12589,"High School"
"24756",45461,"High School"
"24757",19233,"Lt High School"
"24758",10491,"Lt High School"
"24759",10491,"High School"
"24760",29724,"Lt High School"
"24761",26227,"Lt High School"
"24762",108410,"High School"
"24763",52455,"Lt High School"
"24764",15736,"High School"
"24766",10491,"High School"
"24767",45461,"Lt High School"
"24768",2798,"Lt High School"
"24769",29724,"Lt High School"
"24770",33221,"High School"
"24771",15736,"Lt High School"
"24772",6295,"Lt High School"
"24773",7693,"Lt High School"
"24775",52455,"Lt High School"
"24776",26227,"High School"
"24778",15736,"Lt High School"
"24779",699,"High School"
"24780",2798,"Junior College"
"24783",62946,"High School"
"24787",19233,"Bachelor"
"24788",22730,"High School"
"24791",45461,"High School"
"24792",108410,"High School"
"24793",9092,"Lt High School"
"24794",38467,"Bachelor"
"24795",108410,"High School"
"24796",108410,"High School"
"24797",108410,"High School"
"24798",62946,"High School"
"24799",108410,"High School"
"24800",108410,"High School"
"24801",76934,"Lt High School"
"24802",62946,"Bachelor"
"24804",52455,"Junior College"
"24805",45461,"High School"
"24806",38467,"High School"
"24807",76934,"Junior College"
"24808",108410,"High School"
"24810",26227,"Bachelor"
"24811",33221,"Lt High School"
"24812",45461,"High School"
"24813",45461,"High School"
"24814",6295,"Lt High School"
"24815",12589,"Lt High School"
"24816",22730,"Lt High School"
"24818",9092,"High School"
"24819",38467,"High School"
"24820",76934,"Lt High School"
"24822",7693,"High School"
"24823",29724,"Bachelor"
"24824",62946,"Graduate"
"24825",33221,"Lt High School"
"24826",29724,"Lt High School"
"24827",33221,"Lt High School"
"24828",33221,"High School"
"24829",108410,"Lt High School"
"24830",29724,"High School"
"24831",15736,"Bachelor"
"24832",108410,"Junior College"
"24833",15736,"High School"
"24834",29724,"High School"
"24835",22730,"Lt High School"
"24836",108410,"Lt High School"
"24837",22730,"High School"
"24838",62946,"Junior College"
"24839",38467,"Graduate"
"24840",108410,"High School"
"24841",15736,"High School"
"24842",38467,"High School"
"24843",22730,"Lt High School"
"24844",29724,"High School"
"24845",38467,"High School"
"24846",33221,"High School"
"24847",15736,"Lt High School"
"24848",7693,"High School"
"24849",10491,"High School"
"24850",19233,"Lt High School"
"24851",15736,"Lt High School"
"24852",15736,"High School"
"24853",62946,"Graduate"
"24854",108410,"High School"
"24855",76934,"Junior College"
"24856",33221,"Bachelor"
"24857",76934,"High School"
"24858",12589,"High School"
"24859",76934,"Junior College"
"24860",15736,"Lt High School"
"24861",108410,"Lt High School"
"24862",108410,"Bachelor"
"24863",15736,"High School"
"24864",15736,"High School"
"24865",26227,"High School"
"24866",76934,"High School"
"24869",33221,"High School"
"24870",52455,"Graduate"
"24871",15736,"High School"
"24872",4896,"Lt High School"
"24873",29724,"Junior College"
"24874",62946,"Bachelor"
"24875",38467,"Graduate"
"24876",33221,"Graduate"
"24878",699,"Lt High School"
"24879",12589,"High School"
"24880",19233,"Lt High School"
"24881",45461,"High School"
"24882",45461,"High School"
"24883",6295,"Lt High School"
"24884",108410,"Junior College"
"24885",29724,"High School"
"24886",10491,"Lt High School"
"24887",62946,"Junior College"
"24888",45461,"Bachelor"
"24889",26227,"High School"
"24890",33221,"Bachelor"
"24891",52455,"Graduate"
"24892",62946,"High School"
"24893",19233,"High School"
"24894",43589,"Bachelor"
"24895",43589,"Graduate"
"24897",43589,"High School"
"24898",12071,"Lt High School"
"24899",12071,"Lt High School"
"24901",115822,"High School"
"24902",115822,"High School"
"24903",43589,"High School"
"24904",21795,"High School"
"24906",6035,"Lt High School"
"24908",36883,"Lt High School"
"24911",15089,"Lt High School"
"24912",60354,"Lt High School"
"24913",115822,"Bachelor"
"24915",36883,"High School"
"24916",12071,"Lt High School"
"24918",115822,"High School"
"24919",10059,"Lt High School"
"24920",115822,"High School"
"24921",4694,"High School"
"24922",43589,"High School"
"24923",73766,"High School"
"24924",12071,"Lt High School"
"24926",73766,"High School"
"24927",28501,"High School"
"24928",15089,"Lt High School"
"24930",36883,"High School"
"24931",4694,"High School"
"24932",36883,"Bachelor"
"24933",43589,"Lt High School"
"24934",28501,"Bachelor"
"24935",115822,"Graduate"
"24936",115822,"Bachelor"
"24937",115822,"Bachelor"
"24938",50295,"High School"
"24939",43589,"High School"
"24940",60354,"Lt High School"
"24941",50295,"High School"
"24943",28501,"High School"
"24944",25148,"High School"
"24945",73766,"Lt High School"
"24946",21795,"High School"
"24947",25148,"High School"
"24949",6035,"Bachelor"
"24950",115822,"Junior College"
"24951",115822,"High School"
"24952",115822,"Junior College"
"24953",2682,"Lt High School"
"24954",25148,"High School"
"24955",4694,"Lt High School"
"24956",36883,"Graduate"
"24957",115822,"Bachelor"
"24958",115822,"Graduate"
"24959",115822,"Graduate"
"24960",115822,"Junior College"
"24961",115822,"High School"
"24962",21795,"High School"
"24963",15089,"Bachelor"
"24964",43589,"High School"
"24965",21795,"High School"
"24966",15089,"Junior College"
"24967",31854,"Graduate"
"24968",50295,"High School"
"24969",12071,"Junior College"
"24970",115822,"High School"
"24971",25148,"Graduate"
"24974",60354,"High School"
"24975",36883,"High School"
"24976",12071,"High School"
"24977",25148,"High School"
"24978",115822,"High School"
"24979",36883,"High School"
"24980",115822,"High School"
"24981",10059,"Lt High School"
"24982",73766,"Junior College"
"24984",28501,"High School"
"24985",8718,"High School"
"24987",31854,"High School"
"24990",28501,"High School"
"24991",115822,"High School"
"24992",15089,"Lt High School"
"24993",10059,"Junior College"
"24994",60354,"Graduate"
"24995",50295,"Graduate"
"24996",115822,"Bachelor"
"24997",115822,"Bachelor"
"24998",115822,"Graduate"
"24999",115822,"Bachelor"
"25000",73766,"Bachelor"
"25001",115822,"Graduate"
"25002",115822,"Graduate"
"25003",60354,"Junior College"
"25004",36883,"High School"
"25005",36883,"High School"
"25006",60354,"Lt High School"
"25007",43589,"Bachelor"
"25008",73766,"High School"
"25009",60354,"Junior College"
"25010",21795,"High School"
"25011",7377,"Lt High School"
"25012",50295,"High School"
"25014",50295,"High School"
"25015",8718,"Lt High School"
"25016",10059,"High School"
"25017",115822,"High School"
"25018",73766,"High School"
"25021",25148,"Lt High School"
"25022",28501,"Junior College"
"25023",50295,"High School"
"25024",73766,"Bachelor"
"25025",73766,"High School"
"25028",115822,"Lt High School"
"25029",18442,"Lt High School"
"25030",36883,"Lt High School"
"25031",60354,"High School"
"25032",43589,"High School"
"25033",36883,"High School"
"25034",115822,"High School"
"25035",60354,"High School"
"25036",73766,"Junior College"
"25037",12071,"High School"
"25038",60354,"High School"
"25039",43589,"Lt High School"
"25040",73766,"Lt High School"
"25041",36883,"Bachelor"
"25042",28501,"High School"
"25043",18442,"Lt High School"
"25044",60354,"Lt High School"
"25045",8718,"High School"
"25046",73766,"High School"
"25047",43589,"Junior College"
"25048",43589,"High School"
"25049",12071,"Lt High School"
"25050",60354,"Bachelor"
"25051",115822,"Graduate"
"25052",28501,"High School"
"25053",60354,"Bachelor"
"25054",36883,"Bachelor"
"25056",31854,"Lt High School"
"25057",36883,"High School"
"25058",43589,"High School"
"25059",21795,"Lt High School"
"25060",28501,"Lt High School"
"25061",115822,"Bachelor"
"25062",115822,"Bachelor"
"25063",21795,"High School"
"25064",115822,"Graduate"
"25067",12071,"High School"
"25069",73766,"High School"
"25070",115822,"Bachelor"
"25071",115822,"High School"
"25072",115822,"Bachelor"
