"","Family_Income","Degree"
"25074",73766,"Bachelor"
"25075",115822,"Bachelor"
"25076",60354,"Bachelor"
"25077",50295,"Bachelor"
"25078",73766,"Graduate"
"25079",36883,"Bachelor"
"25080",36883,"Bachelor"
"25081",115822,"Bachelor"
"25083",6035,"Lt High School"
"25084",15089,"Lt High School"
"25087",43589,"High School"
"25088",115822,"High School"
"25089",115822,"Bachelor"
"25090",36883,"Junior College"
"25091",21795,"Lt High School"
"25092",115822,"High School"
"25093",6035,"High School"
"25094",28501,"High School"
"25095",50295,"High School"
"25096",60354,"High School"
"25097",73766,"High School"
"25098",115822,"Lt High School"
"25099",36883,"High School"
"25100",115822,"High School"
"25101",43589,"High School"
"25102",43589,"High School"
"25103",50295,"High School"
"25104",12071,"Lt High School"
"25105",25148,"Lt High School"
"25106",115822,"Graduate"
"25107",73766,"Graduate"
"25108",50295,"Junior College"
"25109",50295,"Bachelor"
"25110",60354,"Graduate"
"25111",73766,"High School"
"25112",60354,"High School"
"25113",60354,"High School"
"25114",50295,"High School"
"25116",7377,"High School"
"25117",25148,"High School"
"25119",18442,"Lt High School"
"25120",18442,"High School"
"25121",21795,"High School"
"25122",15089,"Lt High School"
"25123",21795,"Lt High School"
"25124",18442,"High School"
"25125",21795,"High School"
"25126",43589,"Bachelor"
"25127",43589,"High School"
"25128",115822,"Graduate"
"25129",115822,"High School"
"25130",115822,"High School"
"25131",115822,"Bachelor"
"25132",73766,"Graduate"
"25135",15089,"Lt High School"
"25136",25148,"High School"
"25137",43589,"High School"
"25138",43589,"High School"
"25139",43589,"High School"
"25140",73766,"High School"
"25141",43589,"High School"
"25142",43589,"High School"
"25143",43589,"High School"
"25144",50295,"High School"
"25145",8718,"High School"
"25146",115822,"Bachelor"
"25147",115822,"High School"
"25150",73766,"High School"
"25151",31854,"Bachelor"
"25152",10059,"Lt High School"
"25153",115822,"Lt High School"
"25154",115822,"Bachelor"
"25155",115822,"Graduate"
"25156",31854,"Bachelor"
"25157",115822,"Bachelor"
"25160",115822,"Graduate"
"25161",28501,"High School"
"25162",25148,"Bachelor"
"25163",60354,"High School"
"25164",28501,"High School"
"25165",21795,"Bachelor"
"25167",4694,"Lt High School"
"25168",36883,"High School"
"25169",60354,"High School"
"25170",60354,"Bachelor"
"25171",73766,"High School"
"25172",21795,"High School"
"25173",25148,"Junior College"
"25174",15089,"Bachelor"
"25175",28501,"Bachelor"
"25176",4694,"Bachelor"
"25177",60354,"High School"
"25178",115822,"Bachelor"
"25179",15089,"High School"
"25180",25148,"High School"
"25181",671,"Lt High School"
"25182",36883,"High School"
"25183",25148,"Lt High School"
"25184",25148,"Graduate"
"25185",15089,"High School"
"25186",36883,"Lt High School"
"25187",115822,"High School"
"25188",115822,"High School"
"25189",73766,"Graduate"
"25190",115822,"Bachelor"
"25191",115822,"High School"
"25192",50295,"High School"
"25193",31854,"Lt High School"
"25194",50295,"High School"
"25195",60354,"High School"
"25196",60354,"Graduate"
"25197",43589,"Graduate"
"25198",73766,"High School"
"25199",73766,"Bachelor"
"25201",115822,"High School"
"25202",115822,"Bachelor"
"25204",25148,"Lt High School"
"25205",10059,"High School"
"25206",18442,"High School"
"25207",60354,"High School"
"25208",50295,"High School"
"25209",28501,"Lt High School"
"25210",36883,"Lt High School"
"25211",18442,"Lt High School"
"25212",115822,"High School"
"25213",73766,"Graduate"
"25214",25148,"High School"
"25215",43589,"High School"
"25216",73766,"High School"
"25217",115822,"Bachelor"
"25218",115822,"Graduate"
"25219",73766,"Bachelor"
"25220",60354,"High School"
"25221",115822,"Bachelor"
"25222",50295,"Bachelor"
"25223",60354,"Bachelor"
"25224",115822,"High School"
"25226",28501,"High School"
"25227",60354,"High School"
"25228",115822,"Bachelor"
"25230",15089,"Lt High School"
"25232",115822,"Graduate"
"25233",115822,"High School"
"25234",73766,"High School"
"25235",115822,"High School"
"25236",50295,"High School"
"25237",31854,"Bachelor"
"25238",50295,"Junior College"
"25240",43589,"Junior College"
"25242",36883,"High School"
"25243",25148,"Lt High School"
"25244",115822,"Bachelor"
"25245",115822,"High School"
"25246",115822,"High School"
"25247",25148,"Lt High School"
"25248",36883,"Lt High School"
"25250",21795,"High School"
"25251",36883,"Lt High School"
"25252",2682,"Lt High School"
"25253",73766,"High School"
"25254",115822,"Lt High School"
"25255",60354,"High School"
"25256",115822,"Graduate"
"25258",28501,"Lt High School"
"25259",31854,"High School"
"25260",50295,"High School"
"25261",36883,"Junior College"
"25262",25148,"Junior College"
"25263",31854,"Lt High School"
"25264",60354,"Junior College"
"25265",60354,"Lt High School"
"25266",25148,"High School"
"25267",73766,"High School"
"25268",50295,"Bachelor"
"25269",60354,"Bachelor"
"25271",73766,"High School"
"25272",115822,"High School"
"25273",50295,"Bachelor"
"25274",115822,"Graduate"
"25275",115822,"High School"
"25277",25148,"High School"
"25279",73766,"High School"
"25281",115822,"High School"
"25282",60354,"High School"
"25283",73766,"Junior College"
"25284",50295,"High School"
"25285",12071,"High School"
"25286",43589,"High School"
"25289",43589,"High School"
"25291",28501,"High School"
"25292",31854,"Bachelor"
"25293",7377,"Lt High School"
"25294",15089,"High School"
"25295",10059,"High School"
"25297",36883,"High School"
"25298",73766,"High School"
"25300",50295,"Graduate"
"25301",73766,"Graduate"
"25302",18442,"Bachelor"
"25303",115822,"High School"
"25304",73766,"High School"
"25305",50295,"High School"
"25306",36883,"High School"
"25307",36883,"High School"
"25308",28501,"Lt High School"
"25309",43589,"High School"
"25310",8718,"Lt High School"
"25311",43589,"Lt High School"
"25312",60354,"Bachelor"
"25313",73766,"High School"
"25314",43589,"Bachelor"
"25315",36883,"Bachelor"
"25316",115822,"High School"
"25317",21795,"Lt High School"
"25318",73766,"Graduate"
"25319",43589,"Bachelor"
"25320",21795,"Graduate"
"25321",115822,"Bachelor"
"25323",43589,"Bachelor"
"25325",115822,"Junior College"
"25326",43589,"High School"
"25327",21795,"High School"
"25328",73766,"Junior College"
"25329",36883,"High School"
"25330",73766,"High School"
"25331",73766,"High School"
"25333",12071,"High School"
"25334",15089,"High School"
"25335",21795,"High School"
"25336",43589,"Lt High School"
"25338",50295,"High School"
"25339",73766,"Bachelor"
"25340",115822,"High School"
"25341",115822,"High School"
"25342",43589,"High School"
"25343",2682,"Lt High School"
"25344",4694,"Bachelor"
"25345",10059,"Lt High School"
"25346",6035,"Lt High School"
"25347",4694,"Lt High School"
"25348",21795,"Lt High School"
"25349",50295,"Lt High School"
"25350",115822,"High School"
"25351",115822,"Bachelor"
"25352",115822,"Graduate"
"25353",115822,"Junior College"
"25354",115822,"Graduate"
"25355",36883,"High School"
"25356",50295,"Junior College"
"25357",43589,"High School"
"25358",21795,"Lt High School"
"25359",15089,"High School"
"25360",8718,"High School"
"25363",6035,"High School"
"25366",36883,"Bachelor"
"25369",60354,"High School"
"25370",36883,"High School"
"25371",73766,"High School"
"25372",21795,"High School"
"25373",31854,"High School"
"25374",50295,"Bachelor"
"25375",25148,"Lt High School"
"25376",50295,"High School"
"25377",18442,"High School"
"25378",28501,"High School"
"25379",43589,"High School"
"25380",18442,"Junior College"
"25381",50295,"High School"
"25382",36883,"High School"
"25383",6035,"Lt High School"
"25384",73766,"High School"
"25385",43589,"High School"
"25386",115822,"Junior College"
"25387",115822,"Bachelor"
"25388",43589,"High School"
"25389",115822,"Bachelor"
"25390",115822,"High School"
"25391",115822,"High School"
"25392",60354,"Graduate"
"25393",50295,"High School"
"25396",60354,"High School"
"25397",43589,"Bachelor"
"25398",10059,"High School"
"25399",7377,"Bachelor"
"25400",73766,"High School"
"25401",50295,"Bachelor"
"25402",7377,"High School"
"25403",60354,"High School"
"25404",115822,"Bachelor"
"25405",73766,"Graduate"
"25406",28501,"Graduate"
"25407",115822,"Graduate"
"25408",115822,"High School"
"25409",73766,"Bachelor"
"25411",21795,"Lt High School"
"25412",15089,"Lt High School"
"25414",12071,"High School"
"25415",25148,"High School"
"25416",25148,"Junior College"
"25417",50295,"High School"
"25418",43589,"High School"
"25419",21795,"High School"
"25420",60354,"High School"
"25421",50295,"High School"
"25422",21795,"High School"
"25424",50295,"Junior College"
"25425",50295,"Bachelor"
"25426",50295,"High School"
"25427",36883,"Graduate"
"25428",115822,"Graduate"
"25429",50295,"High School"
"25430",60354,"High School"
"25431",60354,"High School"
"25432",115822,"High School"
"25433",15089,"High School"
"25434",21795,"High School"
"25435",43589,"High School"
"25436",36883,"High School"
"25437",15089,"High School"
"25438",115822,"High School"
"25439",36883,"High School"
"25440",50295,"High School"
"25441",25148,"Lt High School"
"25442",28501,"High School"
"25443",15089,"High School"
"25444",73766,"High School"
"25445",60354,"Junior College"
"25446",50295,"High School"
"25447",31854,"High School"
"25448",115822,"Bachelor"
"25449",25148,"High School"
"25450",50295,"High School"
"25451",50295,"High School"
"25452",115822,"High School"
"25453",115822,"High School"
"25454",115822,"High School"
"25456",36883,"High School"
"25458",50295,"Lt High School"
"25459",36883,"Junior College"
"25461",25148,"Lt High School"
"25462",115822,"Junior College"
"25463",43589,"High School"
"25465",115822,"Bachelor"
"25466",60354,"High School"
"25467",8718,"High School"
"25468",31854,"Bachelor"
"25469",671,"Lt High School"
"25470",31854,"Lt High School"
"25471",15089,"High School"
"25473",7377,"Bachelor"
"25474",115822,"High School"
"25475",60354,"High School"
"25476",43589,"High School"
"25477",60354,"Junior College"
"25478",36883,"High School"
"25480",28501,"High School"
"25481",115822,"High School"
"25482",15089,"Lt High School"
"25483",7377,"Lt High School"
"25484",60354,"High School"
"25486",73766,"High School"
"25487",115822,"Bachelor"
"25488",60354,"High School"
"25490",60354,"High School"
"25491",60354,"High School"
"25492",28501,"High School"
"25493",25148,"High School"
"25494",7377,"High School"
"25495",8718,"High School"
"25496",21795,"Junior College"
"25497",60354,"Graduate"
"25498",50295,"High School"
"25500",31854,"High School"
"25501",25148,"High School"
"25502",50295,"High School"
"25503",43589,"High School"
"25504",60354,"High School"
"25506",31854,"Graduate"
"25507",36883,"High School"
"25508",31854,"Bachelor"
"25509",115822,"Bachelor"
"25510",2682,"Bachelor"
"25511",36883,"Bachelor"
"25512",10059,"Bachelor"
"25513",4694,"High School"
"25514",21795,"High School"
"25515",43589,"High School"
"25516",28501,"High School"
"25517",31854,"Bachelor"
"25518",2682,"High School"
"25519",36883,"High School"
"25520",115822,"High School"
"25522",18442,"High School"
"25523",15089,"Lt High School"
"25524",25148,"Lt High School"
"25525",15089,"High School"
"25526",8718,"Lt High School"
"25527",2682,"Lt High School"
"25528",10059,"High School"
"25529",18442,"Lt High School"
"25530",6035,"Lt High School"
"25532",6035,"Lt High School"
"25533",8718,"Lt High School"
"25534",28501,"High School"
"25536",31854,"High School"
"25537",28501,"Junior College"
"25538",73766,"High School"
"25539",115822,"Bachelor"
"25541",12071,"Lt High School"
"25542",36883,"High School"
"25543",50295,"High School"
"25544",8718,"High School"
"25545",115822,"High School"
"25546",73766,"Bachelor"
"25547",15089,"Junior College"
"25548",21795,"Bachelor"
"25549",28501,"Bachelor"
"25550",15089,"Lt High School"
"25551",60354,"High School"
"25553",12071,"Lt High School"
"25554",28501,"Lt High School"
"25555",25148,"High School"
"25556",10059,"High School"
"25557",115822,"Graduate"
"25558",31854,"High School"
"25559",50295,"Junior College"
"25561",115822,"Bachelor"
"25562",43589,"High School"
"25563",60354,"Lt High School"
"25564",60354,"High School"
"25565",43589,"Lt High School"
"25566",43589,"High School"
"25567",43589,"High School"
"25568",43589,"Bachelor"
"25569",43589,"Bachelor"
"25570",12071,"High School"
"25571",15089,"Junior College"
"25572",12071,"High School"
"25573",15089,"Bachelor"
"25574",36883,"High School"
"25576",43589,"Lt High School"
"25577",21795,"Junior College"
"25578",31854,"High School"
"25579",36883,"Graduate"
"25580",18442,"High School"
"25581",8718,"Lt High School"
"25582",15089,"High School"
"25583",50295,"High School"
"25585",36883,"High School"
"25586",50295,"Graduate"
"25587",36883,"High School"
"25588",50295,"High School"
"25589",43589,"High School"
"25590",36883,"Lt High School"
"25591",50295,"High School"
"25592",115822,"Graduate"
"25593",21795,"High School"
"25594",31854,"High School"
"25596",25148,"Lt High School"
"25598",6035,"High School"
"25600",18442,"Lt High School"
"25601",36883,"High School"
"25602",8718,"Lt High School"
"25603",31854,"Lt High School"
"25604",8718,"High School"
"25605",25148,"High School"
"25606",28501,"High School"
"25607",73766,"High School"
"25608",10059,"High School"
"25609",36883,"High School"
"25610",10059,"High School"
"25611",18442,"High School"
"25612",43589,"Bachelor"
"25613",28501,"Bachelor"
"25614",50295,"High School"
"25615",25148,"Graduate"
"25616",43589,"High School"
"25617",7377,"Lt High School"
"25618",6035,"High School"
"25619",28501,"Bachelor"
"25620",8718,"High School"
"25621",18442,"Lt High School"
"25622",15089,"Lt High School"
"25623",6035,"Lt High School"
"25625",12071,"Lt High School"
"25626",21795,"High School"
"25627",28501,"High School"
"25628",25148,"High School"
"25629",50295,"High School"
"25630",25148,"High School"
"25631",4694,"High School"
"25632",50295,"Lt High School"
"25633",73766,"Bachelor"
"25634",50295,"High School"
"25635",60354,"Graduate"
"25636",7377,"Lt High School"
"25637",6035,"High School"
"25638",28501,"High School"
"25639",36883,"High School"
"25640",18442,"Lt High School"
"25641",6035,"Lt High School"
"25642",6035,"Lt High School"
"25643",31854,"High School"
"25644",18442,"Bachelor"
"25645",43589,"High School"
"25646",28501,"Lt High School"
"25647",50295,"High School"
"25648",73766,"Lt High School"
"25649",21795,"Lt High School"
"25650",18442,"Junior College"
"25651",36883,"High School"
"25652",8718,"High School"
"25653",31854,"Bachelor"
"25655",12071,"High School"
"25658",2682,"High School"
"25659",25148,"High School"
"25660",25148,"Lt High School"
"25661",15089,"Lt High School"
"25662",12071,"High School"
"25663",15089,"High School"
"25664",6035,"Junior College"
"25665",10059,"High School"
"25666",36883,"Lt High School"
"25667",60354,"High School"
"25668",28501,"High School"
"25669",4694,"Lt High School"
"25671",15089,"Lt High School"
"25672",43589,"Bachelor"
"25674",43589,"Bachelor"
"25675",43589,"High School"
"25676",21795,"High School"
"25677",31854,"High School"
"25679",28501,"High School"
"25680",21795,"High School"
"25681",115822,"High School"
"25682",60354,"Bachelor"
"25683",43589,"Bachelor"
"25684",60354,"High School"
"25685",60354,"High School"
"25686",60354,"High School"
